trip_number,departure,arrival,target,number_people,company,flught_num
1147,Мавритания ст. Октябрьское (Челяб.) пер. Жуковского д. 244 509257,Мавритания п. Усмань алл. Гончарова д. 535 555494,отдых,36,ЗАО «Быков-Крылова»,1147
1148,Ирландия ст. Одинцово алл. Отрадная д. 5 к. 1 299505,Ирландия д. Пушкин ул. Песочная д. 960 стр. 48 671372,бизнес,52,ЗАО «Егоров»,1148
1149,Португалия с. Галич ул. Макарова д. 7/4 к. 358 227212,Португалия д. Лабинск алл. Папанина д. 61 723470,отдых,25,РАО «Вишняков»,1149
1150,Йемен ст. Белокуриха наб. Шоссейная д. 3 стр. 4 485260,Йемен с. Сургут (Хант.) ш. 40 лет Победы д. 6 к. 584 184668,бизнес,64,ИП «Игнатьева»,1150
1151,Иран д. Ковров бул. 8-е Марта д. 2 стр. 30 016485,Иран п. Валдай ул. Нахимова д. 4/7 406338,учеба,7,НПО «Сергеев Иванов»,1151
1152,Уругвай с. Лотошино бул. 8 Марта д. 141 403580,Уругвай к. Семлячики ул. Владимирская д. 57 к. 5 530918,посещение семьи/друзей,6,ИП «Федорова Шарова и Якушев»,1152
1153,Сербия г. Ахтубинск ш. Добролюбова д. 91 к. 1/3 604514,Сербия к. Якутск пр. Металлистов д. 385 стр. 9/3 096054,лечение,20,Мельникова и партнеры,1153
1154,Испания п. Верхотурье ул. Воровского д. 50 стр. 542 155247,Испания г. Псебай ул. Сахалинская д. 355 стр. 48 819481,лечение,93,Осипова Инкорпорэйтед,1154
1155,Австрия г. Тымовское алл. Садовая д. 64 335709,Австрия ст. Псебай пер. Свободы д. 220 688985,посещение семьи/друзей,28,Матвеев Лимитед,1155
1156,Ливан клх Моршанск ш. Просвещения д. 2 к. 34 874220,Ливан ст. Усинск пр. Радищева д. 1 стр. 3 449501,отдых,47,Нестерова Групп,1156
1157,Зимбабве к. Тулун пер. Таманский д. 7 стр. 364 494266,Зимбабве ст. Березники пр. Элеваторный д. 33 235523,учеба,22,ИП «Мишина-Алексеев»,1157
1158,Сирия ст. Ижевск бул. Киевский д. 6 053364,Сирия ст. Тавда алл. 60 лет СССР д. 920 к. 9/9 413160,учеба,42,ЛГ Электроникс Рус (LG),1158
1159,Кения к. Челябинск наб. Февральская д. 7/2 к. 5/5 019079,Кения к. Любань пр. Горняцкий д. 96 476539,лечение,99,ГК Эфко,1159
1160,Австрия п. Югорск пер. Папанина д. 625 к. 4 420076,Австрия ст. Щелково алл. Пугачева д. 7/2 к. 2/9 144203,отдых,47,ЗАО «Овчинников Жукова и Нестеров»,1160
1161,Эфиопия г. Волхов пр. Революционный д. 2 к. 7 891208,Эфиопия д. Нарткала пр. Курортный д. 540 604953,шопинг,3,РусВинил,1161
1162,Португалия д. Невьянск пер. Ватутина д. 1 452613,Португалия ст. Кяхта наб. Пригородная д. 9/2 259243,бизнес,22,АО «Архипов-Бобылева»,1162
1163,Шри-Ланка клх Кизилюрт алл. Черемуховая д. 193 085760,Шри-Ланка клх Хасавюрт наб. Леонова д. 6/7 601246,учеба,28,РАО «Карпов Панова»,1163
1164,Гвинея д. Сызрань бул. Запорожский д. 316 665394,Гвинея к. Уфа ш. Инженерное д. 423 к. 20 703860,шопинг,79,ИП «Кабанова Харитонова»,1164
1165,Буркина-Фасо д. Калевала ш. Суворова д. 402 стр. 62 833263,Буркина-Фасо клх Соловки ул. Литейная д. 76 стр. 77 009401,отдых,10,Денисова Инкорпорэйтед,1165
1166,Сингапур д. Устюжна пер. Пархоменко д. 577 642707,Сингапур клх Теберда пр. Радужный д. 16 822367,шопинг,56,НПО «Панфилова»,1166
1167,Германия п. Териберка пер. Флотский д. 7/4 762594,Германия д. Колпашево алл. Дорожников д. 7/7 731269,шопинг,11,Элко Рус (Elko),1167
1168,Фиджи клх Калач пр. Урожайный д. 5/1 к. 532 172019,Фиджи клх Черский алл. Байкальская д. 8/3 стр. 9/1 088953,учеба,85,ГК СНС,1168
1169,Индонезия с. Токма алл. 50 лет Октября д. 22 550433,Индонезия к. Гремячинск (Бурят.) пр. Омский д. 921 к. 37 463474,бизнес,64,ООО «Бирюкова-Бирюкова»,1169
1170,Лесото с. Вилюйск наб. Абрикосовая д. 568 к. 5/4 064925,Лесото п. Терскол пр. Лесозаводский д. 981 стр. 493 625702,шопинг,39,Третьяков и партнеры,1170
1171,Багамские Острова д. Сочи ш. Прохладное д. 3 741686,Багамские Острова г. Таштагол бул. Горького д. 14 стр. 3/1 662028,лечение,65,ЗАО «Харитонова-Гуляева»,1171
1172,Вануату клх Новороссийск пр. Волжский д. 445 847241,Вануату с. Карпинск пр. Химиков д. 5/8 022724,отдых,14,ОАО «Коновалов Русакова и Мартынов»,1172
1173,Колумбия ст. Тайшет алл. Станиславского д. 4/4 к. 436 440138,Колумбия с. Майкоп ул. Щорса д. 2 к. 163 224499,отдых,44,ИП «Устинова»,1173
1174,Панама с. Таштагол ш. Серафимовича д. 786 к. 3 597224,Панама ст. Орск пер. Революционный д. 77 к. 560 932363,бизнес,26,ИП «Быкова Беляева и Семенова»,1174
1175,Доминика ст. Карпинск пер. 50 лет Победы д. 3/7 170460,Доминика к. Данков пер. Революционный д. 2 к. 46 564804,бизнес,66,Матвеев Инкорпорэйтед,1175
1176,Федеративные Штаты Микронезии п. Липецк пр. Советской Армии д. 77 321149,Федеративные Штаты Микронезии г. Таганрог пер. Урицкого д. 12 стр. 520 576538,бизнес,78,ООО «Мамонтова-Самсонова»,1176
1177,Чехия с. Видное ш. Камское д. 592 к. 4/3 466655,Чехия с. Калязин пер. Советов д. 5/3 221554,посещение семьи/друзей,53,Familia,1177
1178,Россия п. Объячево наб. Азовская д. 757 стр. 5 971015,Россия д. Томпа ул. Карьерная д. 217 110808,отдых,50,ООО «Сорокина Крылова»,1178
1179,Армения к. Ревда (Сверд.) алл. Радищева д. 1 896025,Армения п. Новомичуринск пр. Новый д. 4 к. 5/2 914753,шопинг,66,РАО «Денисов»,1179
1180,Сирия ст. Геленджик пр. Волгоградский д. 398 к. 2 691902,Сирия к. Алексин пер. Лунный д. 5/1 стр. 41 041706,учеба,55,Ефимова Лимитед,1180
1181,Австрия п. Усть-Калманка пр. Севастопольский д. 866 стр. 89 992862,Австрия п. Билибино бул. Морозова д. 4/7 к. 624 086305,шопинг,65,РАО «Емельянова-Ширяев»,1181
1182,Канада ст. Калач алл. Журавлева д. 1/5 036414,Канада д. Липецк ш. Максима Горького д. 374 477600,отдых,72,ООО «Громов Кабанова и Русаков»,1182
1183,Йемен п. Гусь-Хрустальный ш. Коммунаров д. 471 к. 874 484447,Йемен с. Мичуринск ш. Металлургов д. 914 стр. 412 181760,учеба,88,Галкин Лтд,1183
1184,Франция г. Адыгейск пер. Ясный д. 7 стр. 23 754622,Франция с. Нарьян-Мар пер. Репина д. 7/3 стр. 2/2 576636,посещение семьи/друзей,89,ЗАО «Лихачев Дроздова»,1184
